text,label
"Đầu bếp gốc Việt kể chuyện cày 14 giờ/ngày nơi Dubai giữa dịch Covid-19. Trong cuộc khủng hoảng Covid-19 của ngành dịch vụ toàn cầu, đầu bếp gốc ViệtLiLy Hoa Nguyễn vẫn duy trì hoạt động hai nhà hàng Việt tại Dubai. Để làm được điều đó, bà mẹ hai con LiLy đều đặn làm việc 14 giờ mỗi ngày.",0
"Gần nửa thế kỷ, con tìm được cha qua thông tin ít ỏi từ người mẹ. Một người con lấy họ mẹ sinh sống tại TP.HCM, gần 50 năm không biết mặt cha. Nhưng rồi, từ những thông tin ít ỏi do mẹ kể lại, ông đã được công an xã vào cuộc giúp đỡ tìm được cha ruột...",0
"Cha mẹ ở TP.HCM cần làm gì để ngăn con trẻ liên tục mất liên lạc thời gian qua?. Theo tổng hợp, đa phần các trường hợp trẻ mất tích thời gian vừa quaxuất phát từ việc các em sử dụng mạng xã hội, bị bạn bè, người lạ lôi kéo, dụ dỗ. Cha mẹ cần làm gì để không gặp phải cảnh bỗng một ngày con mình mất tích?",0
"Lễ Thất tịch 2022 là ngày nào: Dân mạng hỏi nhau ăn đậu đỏ có thoát ế?. Mấy hôm nay, mạng xã hội lại chia sẻ hình ảnh những chén chè đậu đỏ, cháo đậu đỏ… thậm chí lịch ăn ngày 4 bữa toàn là đậu đỏ để thoát ế trong ngày lễ Thất tịch. Thực hư điều này thế nào?",0
"Tử vi hàng ngày - Xem tử vi vui 12 con giáp ngày 10.7.2022. Xem tử vi hàng ngày năm 2022, tử vi vui 12 con giáp - tuổi Tí, Sửu, Dần, Mão, Thìn, Tị, Ngọ, Mùi, Thân, Dậu, Tuất và Hợi.",0
"TT Y tế Q.Hồng Bàng, nơi xảy ra vụ bàn nhậu trong giờ làm việc có giám đốc mới. Trung tâm Y tế Q.Hồng Bàng, nơi vừa xảy ra việc người dân bắt gặp cán bộ, nhân viên đơn vị bày bàn nhậu trong giờ làm việc, vừa có giám đốc mới.",0
"Tông chó chạy rông, xót xa nam sinh 15 tuổi tử vong tại chỗ. Sau khi tông vào con chó, chiếc xe máy bị trượt lê trên đường để lại vết trượt dài hơn 40 m, nam sinh ngã xuống đường và tử vong tại chỗ .",0
"Sau mưa lũ lịch sử Đà Nẵng: Giá rau nhích lên, chính quyền cảnh báo không lợi dụng nâng giá. Sau cơn lũ lụt lịch sử xảy ra tại TP.Đà Nẵng, nhiều diện tích rau sạch hư hại nặng nề, nguồn cung ứng từ các tỉnh lân cận cũng hạn chế đã khiến giá rau tại các chợ tăng cao.",0
"Tết Nhâm Dần ở Sài Gòn cày hay về quê: Nghỉ dịch 5 tháng rồi, có việc thì làm. Chưa đầy 1 tháng nữa là đến Tết Nhâm Dần 2022, nhiều người lao động tỉnh vào TP.HCM làm việc băn khoăn giữa lựa chọn ở lại cày việc hay về quê vì năm qua đã nghỉ dịch Covid-19 hết 5 tháng…",0
"Nhà nông đi học tiếng Anh . Nhiều nông dân ở TP.Hội An Quảng Nam đăng ký tham gia lớp học tiếng Anh miễn phí để nâng cao kỹ năng giao tiếp với du khách nước ngoài, nhất là khi làng rau Trà Quế được công nhận di sản phi vật thể quốc gia...",0
"TNGT chết người do uống rượu bia: CSGT TP.HCM tăng cường kiểm tra nồng độ cồn. Theo CSGT TP.HCM, uống rượu bia nhưng vẫn lái xe, có người gây tai nạn cho chính mình hoặc gây ra cái chết oan cho người khác. Mặc dù bài học xương máu vẫn còn đó, nhưng nhiều người vẫn bất chấp vi phạm nồng độ cồn.",0
Hương vị quê hương: Ví dầu cá bống kho tiêu. Ví dầu tình bậu muốn thôi. Bậu gieo tiếng dữ cho rồi bậu ra. Bậu ra bậu lấy ông câu. Bậu câucá bống ngắt đầu kho tiêu. Kho tiêu bỏ mỡ bỏ hành. Bỏ ba lượng thịt để dành bậu ăn... Ca dao,0
"Vợ mất tích sau buổi đi làm, chồng suy sụp tìm kiếm ròng rã 3 năm qua. Suốt 3 năm qua, ông Lương Chánh 58 tuổi, ngụ Bình Dương không đêm nào ngủ ngon, bởi người vợ của ông vẫn bặt vô âm tín.Thế nhưng, chưa bao giờ người chồng thôi hy vọng tìm lại vợ của mình.",0
"Công viên Mê Linh thay áo khang trang: Tượng đài Đức Thánh Trần được tôn tạo . Sau thời gian tôn tạo, tu bổ, công viên Mê Linh Q.1, TP.HCM, nơi đặt tượng đài Đức Thánh Trần Hưng Đạo đã khoác lên mình tấm áo mới.",0
"Bé trai tự kỷ đi mua nước rồi mất tích, bà nội khóc suốt 20 ngày nay. Em Nguyễn Đoàn Gia Nghĩa 14 tuổi, trọ Q.12 xin tiền bà nội ra tiệm tạp hóa gần nhà mua nước rồi bặt vô âm tín gần 20 ngày nay. Gia đình và hàng xóm vẫn đang tìm kiếm khắp nơi.",0
"Tài xế chở bé đi cấp cứu trong đêm không lấy tiền: Cảm ơn chân thành từ người mẹ. Sau khi PV Thanh Niên kết nối, chị Hoa đã gọi điện gửi lời cảm ơn đến anh tài xế đã chở con chị đi cấp cứu lúc rạng sáng. Chị muốn gửi tiền xe nhưng anh đã không nhận và vui mừng khi biết sức khỏe cháu bé đã ổn định.",0
"Thủ phủ trồng hoa tết điêu tàn sau lũ, nguy cơ mất trắng mùa Tết. Hàng chục ha hoa trồng phục vụ Tết tại xã Phú Mậu TP.Huế đang đứng trước nguy cơ mất trắng.",0
"Chàng trai miền Tây tử vong ở Campuchia: Người nhà được bác sĩ Đại sứ quán giúp nhận tro cốt. Sau khi nhận được sự giúp đỡ của các ngành chức năng, gia đình đang đi nhận tro cốt chàng trai miền Tây tử vong ở Campuchia.",0
Chuyện giữ rừng ở... TP.HCM. Rừng ngập mặn Cần Giờ là khu sinh học thiết yếu bảo vệ TP.HCM và Đồng bằng sông Cửu Long được UNESCO công nhận là Khu dự trữ sinh quyểnthế giới.,0
"Hương vị quê hương: Canh rau săn cua đá. Những ngày tháng chớm hè, tiết trời oi bức, nhiều người thường chế biến những món ăn bổ mát. Một trong số đó là canh rau săn cua đá - món canh với nguyên liệu mang đậm hương vị núi rừng và rất thanh nhiệt.",0
"Lan tỏa trên mạng xã hội: Vợ chồng U.60 tái hiện bộ ảnh cưới thập niên 1990. Bộ ảnh không chỉ tái hiện bối cảnh, trang phục của cô dâu, chú rể trong lễ cưới cách đây hơn 30 năm mà còn khiến nhiều người ngưỡng mộ bởi tình yêu tuyệt vời họ dành cho nhau xuyên suốt hơn 3 thập niên.",0
"Trưởng phòng kiếm thêm tiền triệu chỉ nhờ... thú vui. Là trưởng phòng cho một công ty lớn tại Thừa Thiên – Huế, mỗi ngày anh Võ Đại Phong luôn dành một ít thời gian buổi sáng với đam mê của mình để thư giãn, nhờ đó anh cũng kiếm thêm được tiền triệu...",0
"Bất ngờ hội ngộ đồng đội 21 năm trước nhờ hai con ra mắt gia đình. Mới đây, câu chuyện hai ông sui ở Phú Quốc Kiên Giang bất ngờ nhận ra nhau là đồng đội chí cốt 21 năm trước trong ngày các con ra mắt gia đình hai bên được chia sẻ chóng mặt vì quá hy hữu và dễ thương.",0
Nữ sinh 16 tuổi để lại tin nhắn bố mẹ đừng tìm con nhé đã về nhà. Nữ sinh 16 tuổi ở Hà Tĩnh để lại tin nhắn bố mẹ đừng tìm con nhé rồi bỏ nhà đi đã được người thân đón từ Hà Nội về nhà.,0
"Sát lễ 30.4 - 1.5: Hàng ngàn người TP.HCM nhích từng chút giữa cơn mưa chiều nay. Chiều nay 29.4, mưa lớn ngay giờ tan tầmkhiến các phương tiện chật vật nhích từng chút trên nhiều tuyến đường trung tâm TP.HCM. Trong dòng phương tiện ùn tắc, nhiều người đang trên đường đến các khu vực cửa ngõ rời thành phố để về quê, du lịch dịp nghỉ lễ 30.4 - 1.5 này.",0
"Tử vi hàng ngày - Xem tử vi vui 12 con giáp ngày 14.4.2022. Xem tử vi hàng ngày năm 2022, tử vi vui 12 con giáp - tuổi Tí, Sửu, Dần, Mão, Thìn, Tị, Ngọ, Mùi, Thân, Dậu, Tuất và Hợi.",0
"Tử vi hàng ngày - Xem tử vi vui 12 con giáp ngày 6.7.2022. Xem tử vi hàng ngày năm 2022, tử vi vui 12 con giáp - tuổi Tí, Sửu, Dần, Mão, Thìn, Tị, Ngọ, Mùi, Thân, Dậu, Tuất và Hợi.",0
"Tìm thấy con mất tích: Gia đình thay đổi sao để không còn chuyện bỏ nhà đi?. Nhiều trường hợp các em nhỏ sau khi mất tích may mắn được gia đình tìm thấy, ngắn thì 3 - 4 ngày, cá biệt có trường hợp biệt tăm hàng tháng trời. Vậy, sau khi về lại với gia đình, cuộc sống của các em giờ ra sao và các bậc cha mẹ thay đổi thế nào?",0
"Chàng trai chân voi khổng lồ vẫn vui vẻ đá bóng: Ước mơ công việc nuôi bản thân. Sinh ra với chiếc chân phải khổng lồ như chân voi, chàng trai trẻ Phạm Minh Hoàng chịu vô vàn thiệt thòi trong cuộc sống, thậm chí, để kiếm được một công việc nuôi sống bản thân cũng là quá khó khăn.",0
"Cây sộp dáng rồng bay độc nhất miền Tây tuổi đời gần trăm năm, giá tiền tỉ. Ông Vũ Đức Đông 50 tuổi, ngụ TP.Sa Đéc, Đồng Tháp hiện sở hữu cây sộp dáng rồng bay, được công nhận kỷ lục độc bản tại châu Á.",0
"Bé gái 14 tuổi ở TP.HCM xin đi chơi lễ 2.9 cùng bạn rồi mất tích . Xin đi chơi lễ 2.9cùng bạn bè, 2 người bạn đi cùng về nhà còn em Dương Thị Yến Nhi 14 tuổi, ngụ Q.8, TP.HCM thì mất liên lạc với gia đình cho đến nay. Cha mẹ em mất ăn mất ngủ, ngày đêm mong tin con gái.",0
Bánh gói lá chuối Chămpa trong tết Việt. Bình Định từng là kinh đô một thời của vương quốc Chămpa với sự phát triển rực rỡ trên nhiều lĩnh vực.,0
"Vị khách đặc biệt đãi ăn cả toa tàu: Mọi người không tin vào điều bất ngờ này. Câu chuyện nam hành khách đi tàu hỏa tuyến Hải Phòng- Hà Nội bỗng nhiên mua bánh mì cay, bánh giò và dừa dầm tặng cả toa khiến cư dân mạng thích thú.",0
"Người Việt tại Odessa: Bom nổ sát nhà hồi hộp trước pháo kích, trú ẩn nơi hầm rau quả. Không bao giờ nghĩ được căn hầm chứa rau quả cho mùa đông này lại được biến cải thành hầm tránh bom. Lệnh giới nghiêm đã ban hành, cả nước nín thở chờ đợi đợt pháo kích. Thành phố im lặng một cách đáng sợ.",0
"Tử vi hàng ngày - Xem tử vi vui 12 con giáp ngày 11.9.2022. Xem tử vi hàng ngày năm 2022, tử vi vui 12 con giáp - tuổi Tí, Sửu, Dần, Mão, Thìn, Tị, Ngọ, Mùi, Thân, Dậu, Tuất và Hợi.",0
Nữ thiếu tá công an gây tai nạn có biểu hiện say xỉn bị cách chức. Công an tỉnh Gia Lai vừa có hình thức kỷ luật cách chức đối với nữ thiếu tá Trần Thị Luận – người có va chạm giao thông vào ngày 28.10 trên địa bàn TP.Pleiku.,0
"Nàng dâu Việt lấy chồng mở luôn tiệm bánh ở Chennai: Người Ấn Độ ăn suốt vì ngon. Từng bị gia đình phản đối khi kết hôn với người Ấn Độ, chị Tuyết vẫn luôn kiên định với quyết định của mình. Giờ đây, tiệm bánh với các món Việt được người dân bản địa trầm trồ, ủng hộ khiến chị càng hạnh phúc với cuộc sống hiện tại.",0
"Cậu bé 4 tuổi gợi ý cha mua dép tặng cô bạn bán vé số. Đang đi ăn cùng cha, Bờm tên ở nhà gặp một bé gáibán vé số đi với anh trai. Thấy dép cô bé đã cũ, Bờm thủ thỉ nói cha mua dép tặng bạn.",0
"Ùn tắc giao thông ở cù lao Q.8, TP.HCM vì trụ điện nghiêng đổ. Sáng nay 20.9, tình trạng ùn tắc giao thông xảy ra ở cù lao P.14, Q.8, TP.HCM vì một số cột điện bị nghiêng đổ ở góc đường Ngô Sĩ Liên và Bến Bình Đông, khiến nhiều người bị trễ giờ làm, trễ học.",0
"Bé gái ở TP.HCM mất tích đã đi đâu, làm gì hơn 20 ngày qua?. Mới đây, gia đình đã tìm thấy em H.M.Thư 14 tuổi, ngụ TP.HCM tại TP.Buôn Ma Thuột Đắk Lắk, sau hơn 20 ngày mất tích. Thư đã kể lại cho gia đình những chuyện sau khi rời khỏi nhà.",0
Thủ tướng Phạm Minh Chính đưa ra 6 giải pháp  phục hồi xanh hậu Covid-19. Thủ tướng Phạm Minh Chính đề nghị cộng đồng quốc tế cần đồng lòng chung sức giải quyết hài hòa giữa nhu cầu cấp bách phục hồi kinh tế với yêu cầu phát triển xanh và phát triển bền vững hơn thời kỳ hậu Covid-19.,1
"Canh giữ Tây Nam: Điểm tựa yêu thương. Nắng như đổ lửa, bụi đất mù mịt cùng khói rơm rạ đen cháy, thế nhưng ở nơi khô cằn này, vẫn gặp những câu chuyện yêu thương về người lính...",1
"Nhận dạng tàu cá Trung Quốc - Kỳ 3: Những kẻ lì lợm. Tàu cá Trung Quốc không chỉ đánh bắt trộm hải sản mà còn có hành vi đe dọa, uy hiếp, ngăn cản việc đánh bắt hải sản của ngư dân ta và các hoạt động kinh tế trên biển...",1
"Đà Nẵng: Tạm giữ người giả dạng cán bộ Quản lý trật tự đô thị. Ngày 4.10, Công an Q.Ngũ Hành Sơn TP.Đà Nẵng tạm giữ Lê Đức Phong để làm rõ hành vi ăn mặc, giả dạng cán bộ Quản lý trật tự đô thị.",1
"Làm giàu từ biển: Phất lên nhờ đội tàu không lưới. Kiên trì theo đuổi nghề câu ở ngư trường Hoàng Sa với những công nghệ khai thác có một không hai, đội tàu khủng đã giúp ngư dân Lê Văn Thiên 47 tuổi, trú P.Thuận Phước, TP.Đà Nẵng thành tỉ phú, góp phần giải quyết sinh kế cho hàng chục lao động.",1
1.300 quân nhân Vùng 5 Hải quân được tiêm vắc xin phòng Covid-19. 1.300 cán bộ chiến sĩ Vùng 5 Hải quân đã được tiêm vắc xin phòng dịch Covid-19.,1
"TP.HCM: Gần 60.000 người mắc sốt xuất huyết, 24 người tử vong. Tính từ đầu năm 2022 đến hết ngày 25.9, TP.HCM có gần 60.000 người mắc sốt xuất huyết và có đến 24 người tử vong do căn bệnh này.",1
Giáo dục nghề nghiệp phải chuyển từ phí sang giá. Tổng cục Giáo dục nghề nghiêp và Tổ chức Hợp tác phát triển Đức GIZ thuộc Chương trình Đổi mới đào tạo nghề VN phối hợp tổ chức hội thảo Phạm vi hoạt động cơ sở giáo dục nghề nghiệp - kinh nghiệm CHLB Đức.,1
"Bệnh viện mở nhạc, F0 hào hứng tập thể dục, ai cũng vui vẻ, lạc quan. TTO - Sáng sớm và chiều muộn, tại Bệnh viện dã chiến điều trị COVID-19 Phú Nhuận số 1 TP.HCM, không khí trở nên vui vẻ, khẩn trương khi bệnh nhân xuống sân tập thể dục trên nền nhạc dưới sự hướng dẫn chính của những bệnh nhân có kinh nghiệm.",1
"Ngôi nhà không ánh sáng !. Họ đã đến với nhau bằng tình yêu dù trải qua nhiều trắc trở, cùng nhau tạo ra những sinh linh với niềm hy vọng rằng con sẽ khác mình, nhưng tiếc thay đời ông bà... mù, đời cha mẹ... mù, đến đời con cũng... mù.",1
"Bến Tre: Đề nghị làm rõ trách nhiệm hình sự Phó viện trưởng Viện KSND H.Chợ Lách. Xử vụ 18 vụ án hình sự quá thời hạn truy tố, TAND tỉnh Bến Tre trả hồ sơ yêu cầu làm rõ trách nhiệm hình sự của Phó viện trưởng VKSND H.Chợ Lách.",1
"Hòa thượng Thích Lệ Trang làm trưởng Ban trị sự Giáo hội Phật giáo Việt Nam TP.HCM lần thứ X. TTO - Sáng 18-6, Đại hội đại biểu Phật giáo TP.HCM lần thứ X nhiệm kỳ 2022 - 2027 và kỷ niệm 40 năm thành lập Giáo hội Phật giáo TP.HCM diễn ra tại Việt Nam Quốc Tự, quận 10, TP.HCM với sự tham dự của 700 đại biểu.",1
"10 sai lầm khiến bạn luôn cháy túi. Kiếm được tiền đã khó, tiết kiệm được tiền còn khó hơn. Hầu như ai cũng mắc phải những sai lầm khiến cho bản thân luôn lâm vào tình trạng cháy túi.",1
"Bảo vệ vững chắc chủ quyền biển đảo, thềm lục địa. Nhân dịp kỷ niệm 42 năm Giải phóng hoàn toàn Bình Thuận 19.4.1975 - 19.4.2017, chiều qua, Thủ tướng Nguyễn Xuân Phúc kiểm tra công tác huấn luyện sẵn sàng chiến đấu củaLữ đoàn Tên lửa bờ 681 - Vùng 2 Hải quânđóng ở Bình Thuận.",1
"Tặng 50 con bò giống và 500 phần quà cho bà con nghèo huyện Tri Tôn. TTO - Ngày 14-8, nhóm thiện nguyện Chia sẻ - Sharing và các nhà tài trợ từ TP.HCM đã tổ chức lễ trao tặng 50 con bò giống và trao quà cho 500 hộ nghèo, hộ cận nghèo, trẻ em có hoàn cảnh khó khăn trên địa bàn huyện Tri Tôn, An Giang.",1
"Giám đốc Sở duyệt hồ sơ tuyển dụng con trai không qua thi tuyển. Chiều 31.3, ông Trần Việt Hưng, người phát ngôn Văn phòng Tỉnh ủy Hải Dương, cho biết Ban Chấp hành đảng bộ tỉnh Hải Dương đã công bố hình thức kỷ luật 2 lãnh đạo cấp sở có sai phạm trong thời gian vừa qua.",1
"Tìm việc mảng hành chính - thư ký: 1 chọi 69. IT - phần mềm, hành chính - thư ký, kế toán, dịch vụ khách hàng, quảng cáo - truyền thông, sản xuất, kiến trúc - thiết kế nội thất, xây dựng, marketing, bán hàng là những lĩnh vực có nhu cầu tuyển dụng cao nhất.",1
"Đưa vụ FLC, Tân Hoàng Minh vào diện Ban Chỉ đạo chống tham nhũng theo dõi. Thường trựcBan Chỉ đạo T.Ư về phòng, chống tham nhũng, tiêu cựcthống nhất đưa các vụ đưa - nhận hối lộ tại Cục Lãnh sự, thao túng thị trường chứng khoán tại Tập đoàn FLC, Tân Hoàng Minh vào diện theo dõi, chỉ đạo.",1
"Bỏ 500 triệu USD để được 2,5 tỉ USD. Chàng trai ấy bác bỏ một hợp đồng mua lại dự án khởi nghiệp trị giá 500 triệu USD... và bây giờ trị giá thật đã lên đến 2,5 tỉ USD.",1
"TP.HCM: Đưa ngư dân đảo Nam Yết đột quỵ về đất liền điều trị bằng trực thăng. Khoảng 19 giờ ngày 15.10, trực thăng EC 225 số hiệu VN 861 của Binh đoàn 18 Bộ Quốc phòng đã hạ cánh tại Bệnh viện BV Quân y 175, đưa ngư dân bị đột quỵ não cấp từ đảo Nam Yết, huyện đảo Trường Sa, tỉnh Khánh Hòa về đất liền điều trị.",1
"Khánh Hòa: Ông Hồ Văn Mừng làm Bí thư Thành ủy TP.Nha Trang. Ông Hồ Văn Mừng, Trưởng ban Tuyên giáo Tỉnh ủy Khánh Hòa, được điều động, chỉ định giữ chức Bí thư Thành ủy Nha Trang.",1
"Ông Nguyễn Đức Chung phủ nhận việc chỉ đạo dừng thầu để dọn đường cho Nhật Cường. TTO - Trả lời thẩm vấn, ông Nguyễn Đức Chung đưa ra nhiều căn cứ khẳng định chỉ đạo dừng gói thầu số hóa trước khi mở thầu đúng quy định và phủ nhận cáo buộc dọn đường cho Công ty Nhật Cường được tham gia, trúng gói thầu này.",1
"Kiểm tra metro Nhổn - ga Hà Nội chậm 7 năm, Thủ tướng nói: Vốn cấp đủ rồi, không có lý do để chậm. TTO - Sáng 7-8, Thủ tướng Phạm Minh Chính kiểm tra tiến độ dự án đường sắt đô thị của Hà Nội, đoạn Nhổn - ga Hà Nội, yêu cầu phải xem xét tổng thể, chỉ ra nguyên nhân, ai chịu trách nhiệm và có giải pháp khi để dự án chậm tiến độ.",1
"Không để lợi ích nhóm cài cắm vào luật. Chủ tịch Quốc hội Vương Đình Huệ và Thường trực Ban Bí thư Võ Văn Thưởng đều nhấn mạnh yêu cầu tránh tình trạng tham nhũng chính sách, lồng ghép, cài cắm lợi ích nhóm, lợi ích cục bộ của bộ, ngành khi xây dựng luật.",1
"Khai mạc Hội nghị T.Ư 5 khóa XIII: Hoàn thiện thể chế, chính sách về đất đai. Tổng bí thư Nguyễn Phú Trọng đề nghị T.Ư làm rõ nhiều vấn đề trong quản lý, sử dụng đất đai; từ đó đề xuất đổi mới, hoàn thiện thể chế, chính sách về đất đai, nhất là vấn đề hiện đang vướng mắc, gây bức xúc và còn ý kiến khác nhau.",1
"Thêm 2 cán bộ bị bắt vì vi phạm bồi thường tại dự án Cảng hàng không Điện Biên. Ngày 19.10, Cơ quan Cảnh sát điều tra Công an tỉnh Điện Biênđã ra quyết định khởi tố, bắt tạm giam 2 cán bộ Phòng TN-MT TP.Điện Biên Phủ do có liên quan đến dự án Cảng hàng không Điện Biên.",1
"TP.HCM: H.Hóc Môn tổ chức Hội thao Kỹ thuật chữa cháy và cứu nạn, cứu hộ. Sáng 10.1, H.Hóc Môn TP.HCM đã tổ chức Hội thao Kỹ thuật chữa cháy và cứu nạn, cứu hộ đối với lực lượng dân phòng và lực lượng phòng cháy chữa cháy cơ sở năm 2022.",1
"Khởi tố, bắt giam tổng quản lý, quản lý, nhân viên quán karaoke Hollywood . Liên quan đến động bay lắc trong quán karaoke Hollywood Công an Q.Bình Tân đã khởi tố bị can, bắt tạm giam 7 bị can, trong đó cótổng quản lý, quản lý, nhân viên quán karaoke Hollywood vềcác hành vi mua bán, chứa chấp, tổ chức sử dụng trái phép chất ma túy.",1
"Sập bẫy tiền ảo: Rầm rộ mời gọi trên mạng. Nhóm của N.D.L không tổ chức rầm rộ hội thảo, hội nghị như các đường dây tiền ảo trước đây, mà thông qua mạng xã hội: Facebook, Zalo, YouTube... thường xuyên tổ chức các buổi họp Zoom nhằm tạo lòng tin, lôi kéo người tham gia.",1
"Sau mưa lũ, hàng trăm hộ dân vùng rốn lũ Quảng Nam khát nước sạch. Sau khi lũ rút, các giếng nước của người của người dân bị nhiễm phèn, bẩn đục khiến hàng trăm hộ dân ở vùng rốn lũ của H.Đại Lộc Quảng Nam không có nước sạch để sinh hoạt.",1
"Vì sao các cán bộ Cục quản lý thị trường Bình Thuận bị bắt giam?. Trong đơn tố giác, người dân mô tả cụ thể cách thức tẩu tán hàng hóa đất sét với khối lượng lớn của chủ hàng; tố cáo chủ hàng lậu đã chi nhiều tiền cho cán bộ quản lý thị trường Bình Thuận.",1
"Cuộc chiến của các F0 - Kỳ 1: Vợ chồng cùng một phòng trị bệnh. TTO - Ngoài những người được chữa trị ở bệnh viện, nhiều người đã tự chữa mạnh khỏe ở nhà. Trải nghiệm của chính các F0 đã mất mát người thân và vượt qua dịch bệnh COVID-19 thế nào?",1
"Ôtô Văn phòng UBND tỉnh Vĩnh Long lấn trái gây tai nạn chết người. TTO - Ôtô biển xanh thuộc Văn phòng UBND tỉnh Vĩnh Long đang chở nữ phó chủ tịch tỉnh đi công tác bất ngờ lấn trái làn đường, va chạm xe máy khiến người đàn ông tử vong tại chỗ.",1
"Sờ đầu, mặt người dưới 16 tuổi là hành vi dâm ô?. Dự thảo Nghị quyết hướng dẫn áp dụng một số tội danh về hiếp dâm, cưỡng dâm, dâm ô... quy định sờ, bóp, hôn... đầu, vùng mặt... người dưới 16 tuổi là hành vi dâm ô.",1
"Dịch vụ đò chèo tay, thuyền kayak hot nhất vịnh Hạ Long hoạt động sai quy định?. Đò chèo tay, thuyền kayak trên mặt nước vịnh Hạ Long được nhiều người lựa chọn. Cùng với đó, có doanh nghiệp DN cũng muốn đầu tư vào loại hình dịch vụ này… nhưng không được cơ quan chức năng chấp thuận. Vì sao?",1
"Hoàn thiện dự kiến chương trình kỳ họp Quốc hội thứ 4. Kỳ họp Quốc hội thứ 4, Quốc hộidự kiến xem xét, thông qua 7 luật, 3 nghị quyết và cho ý kiến về 7 dự án luật khác; đồng thời, xem xét các báo cáo về tình hình kinh tế - xã hội, ngân sách nhà nước năm 2022",1
"TP.HCM: Viên chức hoạt động nghệ thuật, hướng dẫn viên du lịch nhận hỗ trợ Covid-19 thế nào?. TP.HCM sẽ hỗ trợ một lần mức 3.710.000 đồng/người cho viên chức hoạt động nghệ thuật, hướng dẫn viên du lịch bị ảnh hưởng bởi Covid-19 đáp ứng đủ điều kiện.",1
